short_opening_name,opening_name,winner,opening_eco,num_games,white_rating,black_rating,turns
Caro-Kann Defense,Caro-Kann Defense: Tartakower Variation,white,B15,6,2228,1779,38
Four Knights Game,Four Knights Game: Rubinstein Countergambit |  Henneberger Variation,white,C48,1,1866,1258,45
Alekhine Defense,Alekhine Defense: Maroczy Variation,black,B02,8,1355,1591,58
Sicilian Defense,Sicilian Defense: Delayed Alapin,draw,B50,3,1639,1610,86
Italian Game,Italian Game: Scotch Gambit Declined,black,C55,2,1574,1674,80
Queen's Gambit Refused,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,white,D07,5,1650,1503,42
Bishop's Opening,Bishop's Opening: Khan Gambit,white,C23,2,1397,1340,58
Modern Defense,Modern Defense: Lizard Defense |  Mittenberger Gambit,white,B06,1,1504,1184,89
Philidor Defense #2,Philidor Defense #2,draw,C41,8,1430,1468,64
English Opening,English Opening: Symmetrical Variation |  Fianchetto Variation,black,A34,3,1771,1815,79
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,draw,A22,1,1500,1457,21
English Opening,English Opening: King's English Variation |  Reversed Sicilian,draw,A21,3,1431,1564,108
King's Gambit Accepted |  Becker Defense,King's Gambit Accepted |  Becker Defense,draw,C34,1,1788,1500,43
Bishop's Opening,Bishop's Opening: Berlin Defense,black,C24,31,1484,1583,56
Zukertort Opening,Zukertort Opening,white,A04,1,1693,1386,47
Russian Game,Russian Game: Urusov Gambit,draw,C42,2,1618,1509,63
Philidor Defense,Philidor Defense: Lopez Countergambit,black,C41,2,1596,1582,52
Reti Opening,Reti Opening,white,A06,16,1596,1434,71
Queen's Gambit Accepted,Queen's Gambit Accepted: Central Variation |  Modern Defense,white,D20,5,1469,1406,63
English Opening,English Opening: King's English Variation |  Reversed Sicilian,black,A21,16,1460,1482,63
King's Pawn Game,King's Pawn Game: Napoleon Attack,black,C20,25,1360,1407,54
Bishop's Opening,Bishop's Opening: Ponziani Gambit,white,C24,6,1451,1337,53
King's Pawn Game,King's Pawn Game: Nimzowitsch Defense,white,B00,22,1568,1345,49
English Opening,English Opening: Anglo-Indian Defense |  King's Knight Variation,white,A15,5,1741,1432,65
Philidor Defense,Philidor Defense: Nimzowitsch Variation,black,C41,3,1433,1397,63
Sicilian Defense,Sicilian Defense: Closed,black,B23,14,1570,1633,52
St. George Defense,St. George Defense: Woodchuck Variation,white,B00,1,1234,1087,107
Colle System,Colle System,white,D05,6,1630,1484,72
King's Pawn Game,King's Pawn Game: King's Head Opening #2,white,C20,7,1353,1257,69
Torre Attack #2,Torre Attack #2,black,A46,10,1556,1705,58
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation,white,A01,4,1392,1369,70
Vienna Game,Vienna Game: Anderssen Defense,black,C25,5,1590,1722,43
Italian Game,Italian Game: Evans Gambit,white,C51,2,1464,1274,26
Gunderam Defense,Gunderam Defense,white,C40,8,1491,1386,69
Italian Game,Italian Game: Jerome Gambit,black,C51,2,1498,1552,85
Saragossa Opening,Saragossa Opening,black,A00,22,1461,1590,54
Vienna Game,Vienna Game: Mengarini Variation,black,C26,2,1495,1505,100
Van Geet Opening,Van Geet Opening: Dunst-Perrenet Gambit,black,A00,1,1208,1406,82
Sicilian Defense,Sicilian Defense: Four Knights Variation |  Exchange Variation,black,B45,1,1813,1528,40
Ruy Lopez,Ruy Lopez: Exchange Variation |  King's Bishop Variation,white,C68,4,1771,1778,30
Russian Game,Russian Game: Modern Attack |  Center Attack,black,C43,1,1248,1291,32
Scotch Game,Scotch Game: Scotch Gambit |  Advance Variation,black,C45,5,1839,1664,38
King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,black,C37,1,1788,1187,50
Alekhine Defense,Alekhine Defense: Mokele Mbembe,white,B02,9,1324,1164,71
Italian Game,Italian Game: Classical Variation |  Giuoco Pianissimo,black,C53,12,1724,1779,74
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Classical Variation #2,black,B84,1,1465,1438,50
French Defense,French Defense: Classical Variation |  Steinitz Variation,black,C14,3,1879,1801,83
Sicilian Defense,Sicilian Defense: Canal-Sokolsky Attack,black,B51,6,1501,1604,57
French Defense,French Defense: Winawer Variation |  Advance Variation,white,C16,2,1686,1749,64
English Opening,English Opening: Anglo-Indian Defense |  Scandinavian Defense,white,A15,2,1894,2106,85
Sicilian Defense,Sicilian Defense: Najdorf Variation |  English Attack,white,B90,13,1817,1647,63
Scotch Game,Scotch Game: Blumenfeld Attack,black,C45,1,1788,2207,39
French Defense,French Defense: Advance Variation |  Nimzowitsch Attack,white,C02,1,2199,1843,121
Rat Defense,Rat Defense: Antal Defense,white,B07,5,2142,2008,62
Sicilian Defense,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,white,B91,1,2146,1645,67
French Defense,French Defense: Horwitz Attack,draw,C00,1,2155,1758,118
Sicilian Defense,Sicilian Defense: Dragon Variation |  Levenfish Variation,white,B71,1,1921,1815,49
English Opening,English Opening: Symmetrical Variation |  Mecking Variation,black,A39,1,1852,1862,74
King's Indian Attack,King's Indian Attack: Symmetrical Defense,black,A05,4,1810,1865,65
English Opening,English Opening: Symmetrical Variation |  Mecking Variation,white,A39,2,1910,2130,47
Sicilian Defense,Sicilian Defense: Wing Gambit,white,B20,6,2012,1764,67
Sicilian Defense,Sicilian Defense: Accelerated Dragon,white,B34,1,1645,1525,91
Tarrasch Defense,Tarrasch Defense,black,D32,3,1588,1483,52
Queen's Gambit Declined,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,white,D35,6,1843,1628,51
St. George Defense,St. George Defense,black,C00,5,1533,1644,63
King's Gambit Accepted,King's Gambit Accepted,draw,C33,1,1064,1174,109
King's Pawn Game,King's Pawn Game: Busch-Gass Gambit,draw,C40,3,1340,1371,99
King's Gambit Declined,King's Gambit Declined: Keene's Defense #2,white,C30,6,1448,1451,39
English Opening,English Opening: Achilles-Omega Gambit,black,A10,2,1094,1212,46
King's Pawn Game,King's Pawn Game: Tayler Opening,black,C44,7,1688,1575,52
Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack,black,B10,8,1508,1571,78
Scotch Game,Scotch Game: Lolli Variation,black,C44,4,1360,1324,46
Sicilian Defense,Sicilian Defense: Venice Attack,white,B56,2,1836,1396,70
Scotch Game,Scotch Game,draw,C45,9,1512,1584,96
Vienna Game,Vienna Game: Vienna Gambit,black,C28,2,1448,1538,47
Four Knights Game,Four Knights Game: Scotch Variation,black,C47,8,1342,1394,67
French Defense,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,black,C15,2,1516,1342,15
King's Pawn Game,King's Pawn Game: Maroczy Defense,white,B07,15,1509,1458,50
Anderssen Opening,Anderssen Opening,black,A00,8,1506,1678,52
Hippopotamus Defense #2,Hippopotamus Defense #2,white,B00,5,1523,1338,28
Sicilian Defense,Sicilian Defense: Kramnik Variation,black,B40,4,1708,1880,54
Catalan Opening,Catalan Opening,white,E01,2,1788,1794,56
Sicilian Defense,Sicilian Defense: Alapin Variation,draw,B22,1,1942,2119,3
Danish Gambit Accepted,Danish Gambit Accepted,white,C21,14,1618,1542,50
Ware Opening,Ware Opening,white,A00,9,1567,1307,38
King's Gambit Accepted |  Polerio Gambit,King's Gambit Accepted |  Polerio Gambit,white,C33,5,1569,1520,64
Grob Opening,Grob Opening,black,A00,21,1440,1582,51
Queen's Gambit Accepted,Queen's Gambit Accepted,white,D20,25,1616,1553,58
Queen's Pawn Game,Queen's Pawn Game: Krause Variation,black,D02,10,1604,1622,67
Benoni Defense,Benoni Defense: Modern Variation,black,A60,1,1585,1820,38
Benoni Defense,Benoni Defense: Czech Benoni Defense,white,A56,1,1591,1581,67
Slav Defense,Slav Defense: Slav Gambit |  Alekhine Attack,white,D10,2,1542,1553,39
Semi-Slav Defense,Semi-Slav Defense: Chigorin Defense,white,D46,2,1902,1834,48
Queen's Pawn Game,Queen's Pawn Game: Krause Variation,draw,D02,1,1371,1573,148
Sicilian Defense,Sicilian Defense: Open,white,B32,11,1578,1415,45
Sicilian Defense,Sicilian Defense: Hyperaccelerated Pterodactyl,black,B27,2,1581,1636,57
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,black,A22,2,1674,1581,75
Queen's Pawn Game,Queen's Pawn Game: Steinitz Countergambit,draw,D00,4,1902,1844,140
Ruy Lopez,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted,white,C60,4,1609,1606,31
King's Indian Defense,King's Indian Defense: Orthodox Variation,white,E91,5,2016,1880,70
Queen's Gambit Declined,Queen's Gambit Declined: Modern Variation |  Normal Line,black,D55,4,1823,1892,84
Queen's Gambit Declined,Queen's Gambit Declined: 4.Bg5 Be7,white,D53,10,1917,1757,57
Sicilian Defense,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line,black,B28,2,1686,1724,58
King's Gambit Declined |  Mafia Defense,King's Gambit Declined |  Mafia Defense,black,C30,1,1861,1757,36
Queen's Gambit Refused,Queen's Gambit Refused: Albin Countergambit,white,D08,8,1660,1543,54
Sicilian Defense,Sicilian Defense: O'Kelly Variation |  Reti System,black,B28,1,1831,1796,46
Sicilian Defense,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line,white,B28,3,1739,1871,36
Slav Defense,Slav Defense: Exchange Variation |  Schallopp Variation,white,D12,1,1806,1728,83
Queen's Pawn Game,Queen's Pawn Game: Colle System |  Gruenfeld Formation,white,A48,1,1798,1885,65
French Defense,French Defense: Exchange Variation,draw,C01,9,1715,1709,87
Slav Defense,Slav Defense,draw,D10,3,1452,1579,90
Queen's Gambit Declined,Queen's Gambit Declined: Lasker Defense,black,D56,1,1845,2011,76
Sicilian Defense,Sicilian Defense: Open #2,draw,B32,1,1976,1848,139
Italian Game,Italian Game: Two Knights Defense,white,C55,8,1636,1652,47
King's Gambit Accepted |  Cunningham Defense,King's Gambit Accepted |  Cunningham Defense,white,C35,2,1843,1627,63
Queen's Gambit Declined,Queen's Gambit Declined: Modern Variation |  Normal Line,white,D55,7,1778,1843,70
Ruy Lopez,Ruy Lopez: Morphy Defense |  Steinitz Deferred,white,C79,4,1652,1671,55
Queen's Gambit Declined,Queen's Gambit Declined: Modern |  Knight Defense #3,black,D51,2,1939,1888,111
King's Indian Defense,King's Indian Defense: Saemisch Variation |  Normal Defense,black,E81,3,1700,1729,60
Torre Attack,Torre Attack,white,A48,6,1817,1816,47
Lion Defense,Lion Defense: Lion's Jaw,black,B07,3,1328,1579,64
King's Indian Defense,King's Indian Defense: Four Pawns Attack |  Normal Attack,black,E77,2,1860,1966,69
Nimzo-Indian Defense,Nimzo-Indian Defense: Classical Variation,draw,E32,4,1773,2057,108
Semi-Slav Defense,Semi-Slav Defense: Chigorin Defense,black,D46,1,1733,1732,102
Vienna Game,Vienna Game: Zhuravlev Countergambit #2,black,C25,3,1448,1413,68
Queen's Gambit,Queen's Gambit,black,D06,4,1268,1310,70
Queen's Gambit Refused,Queen's Gambit Refused: Chigorin Defense #3,white,D07,5,1557,1447,52
Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,black,A06,12,1535,1630,62
Owen Defense,Owen Defense: Smith Gambit,white,B00,3,1706,1388,70
Scotch Game,Scotch Game: Scotch Gambit |  Dubois Reti Defense,black,C44,3,1716,1686,57
Latvian Gambit,Latvian Gambit: Mlotkowski Variation,white,C40,1,1492,1456,27
Sicilian Defense,Sicilian Defense: Drazic Variation,white,B40,4,1562,1503,91
King's Pawn Game,King's Pawn Game: Mengarini's Opening,draw,C20,1,1552,1491,131
Hungarian Opening,Hungarian Opening: Reversed Alekhine,white,A00,1,1352,1496,31
Italian Game,Italian Game: Giuoco Pianissimo |  Canal Variation,black,C50,8,1650,1770,71
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,white,E51,4,2212,2083,67
English Opening,English Opening: Symmetrical Variation |  Anti-Benoni Variation |  Spielmann Defense,black,A33,1,1927,2193,40
Danish Gambit Accepted |  Copenhagen Defense,Danish Gambit Accepted |  Copenhagen Defense,black,C21,4,1493,1753,52
French Defense,French Defense: Advance Variation |  Nimzowitsch System,black,C02,23,1546,1619,58
Queen's Gambit Refused,Queen's Gambit Refused: Baltic Defense |  Pseudo-Chigorin,black,D02,1,2037,2157,62
Gruenfeld Defense,Gruenfeld Defense: Stockholm Variation,white,D80,3,2038,1772,40
English Opening,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line,black,A29,2,1672,1653,26
Ruy Lopez,Ruy Lopez: Berlin Defense |  Fishing Pole Variation,white,C65,1,1500,1906,27
Russian Game,Russian Game: Classical Attack,white,C42,3,1791,1953,68
Ruy Lopez,Ruy Lopez: Berlin Defense |  Rosenthal Variation,black,C67,1,2119,1500,138
Englund Gambit Complex,Englund Gambit Complex: Soller Gambit Deferred,white,A40,1,1500,1281,43
Italian Game,Italian Game: Evans Gambit |  Slow Variation,black,C52,2,1644,1606,84
Ruy Lopez,Ruy Lopez: Open Variations |  Riga Variation,white,C80,2,2318,2228,57
Scotch Game,Scotch Game: Scotch Gambit |  Sarratt Variation,black,C44,3,1727,1841,45
Ruy Lopez,Ruy Lopez: Morphy Defense,white,C78,7,1872,1749,54
Scotch Game,Scotch Game: Scotch Gambit |  Kingside Variation,black,C45,1,1673,2126,32
Scotch Game,Scotch Game: Classical Variation |  Intermezzo Variation,black,C45,8,1575,1619,39
Guatemala Defense,Guatemala Defense,white,B00,5,1614,1372,79
Ruy Lopez,Ruy Lopez: Vinogradov Variation,black,C60,1,1746,1466,98
Italian Game,Italian Game: Two Knights Defense |  de Riviere Gambit,black,C55,3,1602,1613,69
Italian Game,Italian Game: Two Knights Defense |  de Riviere Gambit,white,C55,3,1550,1536,36
Italian Game,Italian Game: Classical Variation |  Center Holding Variation,black,C53,1,1500,1989,54
Ruy Lopez,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted,black,C60,1,1570,2090,10
Four Knights Game,Four Knights Game: Ranken Variation,black,C48,3,1488,1525,79
Scotch Game,Scotch Game: Modern Defense,black,C45,3,1573,1708,42
English Opening,English Opening: The Whale,white,C20,19,1448,1401,65
Russian Game,Russian Game: Cochrane Gambit,black,C42,1,1348,1652,92
Sicilian Defense,Sicilian Defense: Loewenthal Variation,draw,B32,1,1362,1529,50
Queen's Gambit Declined,Queen's Gambit Declined: Three Knights Variation,draw,D37,2,1642,1530,66
Barnes Defense,Barnes Defense,white,B00,11,1509,1284,31
Portuguese Opening,Portuguese Opening,white,C20,9,1446,1437,63
Russian Game,Russian Game: Stafford Gambit,black,C42,2,1550,1594,30
Grob Opening,Grob Opening: Grob Gambit,black,A00,2,1775,1681,55
Philidor Defense,Philidor Defense: Exchange Variation #3,white,C41,4,1628,1453,42
Scotch Game,Scotch Game: Steinitz Variation,black,C45,2,1389,1758,49
Nimzowitsch Defense,Nimzowitsch Defense: Franco-Nimzowitsch Variation,white,B00,14,1476,1312,55
Queen's Gambit Accepted,Queen's Gambit Accepted,draw,D20,1,1152,1162,123
Ruy Lopez,Ruy Lopez: Fianchetto Defense,black,C60,4,1724,1886,92
Alekhine Defense,Alekhine Defense: Mokele Mbembe,black,B02,2,1440,1482,61
Alekhine Defense,Alekhine Defense: Mokele Mbembe,draw,B02,1,1189,1164,35
Ruy Lopez,Ruy Lopez: Steinitz Defense |  Nimzowitsch Attack,white,C62,1,1961,1838,64
Ruy Lopez,Ruy Lopez: Exchange Variation |  Normal Variation,white,C69,8,1630,1539,74
Italian Game,Italian Game: Two Knights Defense |  Polerio Defense |  Kieseritzky Variation,white,C58,2,1669,1563,52
French Defense,French Defense: Exchange Variation |  Svenonius Variation,black,C01,4,1694,1694,53
Italian Game,Italian Game: Two Knights Defense |  Open Variation,white,C55,3,1479,1341,66
Indian Game,Indian Game: Anti-Nimzo-Indian,white,E10,3,1640,1428,97
Four Knights Game,Four Knights Game,draw,C46,2,1576,1474,114
Amar Opening,Amar Opening,black,E00,6,1342,1729,46
Englund Gambit Complex,Englund Gambit Complex: Felbecker Gambit,white,A40,2,1702,1285,38
Englund Gambit Complex,Englund Gambit Complex: Englund Gambit,draw,A40,1,1517,1134,8
King's Indian Attack,King's Indian Attack: Wahls Defense,white,A05,2,1703,1358,29
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Spike Variation,white,A01,1,1703,1677,47
Trompowsky Attack,Trompowsky Attack: Classical Defense,white,A45,1,1579,1722,111
Sicilian Defense,Sicilian Defense: Dragon |  6.Be3,white,B72,7,1826,1708,62
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  English Attack #2,white,B80,1,1722,1674,89
Queen's Gambit Accepted,Queen's Gambit Accepted: Old Variation,draw,D20,4,1604,1608,79
Englund Gambit Complex,Englund Gambit Complex: Hartlaub-Charlick Gambit,white,A40,4,1699,1568,55
Nimzo-Indian Defense,Nimzo-Indian Defense: Classical Variation |  Berlin Variation,white,E38,2,1657,1620,34
Queen's Indian Defense,Queen's Indian Defense: Kasparov Variation,white,E12,5,1875,1790,58
Sicilian Defense,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,white,B50,3,1633,1507,87
Sicilian Defense,Sicilian Defense: Morphy Gambit |  Andreaschek Gambit,white,B21,3,1896,2150,62
Sicilian Defense,Sicilian Defense: French Variation |  Open,white,B40,3,1651,1645,52
Sicilian Defense,Sicilian Defense: French Variation |  Open,black,B40,3,1585,1627,35
Budapest Defense,Budapest Defense,white,A52,1,1840,1580,82
Sicilian Defense,Sicilian Defense: Chekhover Variation,black,B53,5,1624,1607,61
French Defense,French Defense: Rubinstein Variation |  Blackburne Defense,white,C10,4,1754,1657,62
Sicilian Defense,Sicilian Defense: Dragon |  Classical Attack,white,B72,2,1881,1770,53
Richter-Veresov Attack,Richter-Veresov Attack,white,D01,2,1869,1604,50
Indian Game,Indian Game: Budapest Defense,black,A51,5,1652,1733,51
Sicilian Defense,Sicilian Defense: Paulsen-Basman Defense,black,B40,3,1757,1631,54
Indian Game,Indian Game: East Indian Defense,white,E00,8,1574,1547,58
Sicilian Defense,Sicilian Defense: Dragon |  6.Be3,black,B72,3,1607,1624,104
Sicilian Defense,Sicilian Defense: Modern Variations |  Tartakower,black,B53,1,1413,1500,78
English Opening,English Opening: King's English Variation |  Three Knights System,black,A27,5,1393,1531,62
Borg Defense,Borg Defense,black,B00,5,1498,1434,34
Nimzowitsch Defense,Nimzowitsch Defense: Williams Variation,white,B00,5,1515,1635,47
King's Pawn Game,King's Pawn Game: McConnell Defense,draw,C40,4,1350,1398,27
Zukertort Opening,Zukertort Opening: Tennison Gambit,draw,A06,3,1299,1276,14
Sicilian Defense,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,black,B29,3,1232,1369,81
Sicilian Defense,Sicilian Defense: Snyder Variation,white,B20,4,1567,1532,60
Sodium Attack,Sodium Attack,black,A00,3,1459,1449,56
Alekhine Defense,Alekhine Defense: Normal Variation,draw,B02,1,1387,1507,86
Grob Opening,Grob Opening: Grob Gambit |  Fritz Gambit,black,A00,1,2066,2180,132
Indian Game,Indian Game: Spielmann-Indian,draw,A46,2,2148,2231,56
Doery Defense,Doery Defense,black,A46,1,2201,2173,130
Benko Gambit Accepted |  Fianchetto Variation,Benko Gambit Accepted |  Fianchetto Variation,white,A58,2,2124,2109,78
Queen's Pawn Game,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation |  Main Line,white,D03,3,2221,2085,62
Sicilian Defense,Sicilian Defense: Dragon Variation |  Classical Variation |  Normal Line,white,B74,1,2121,2234,67
Sicilian Defense,Sicilian Defense: Dragon Variation |  Classical Variation #2,white,B72,3,1977,1925,58
Pirc Defense,Pirc Defense: Classical Variation,white,B08,10,1854,1625,55
Indian Game,Indian Game: Spielmann-Indian,white,A46,4,2092,2104,90
Queen's Pawn Game,Queen's Pawn Game: London System,draw,D02,2,2112,2092,113
